user_id,experience_id,viewed,liked,shared,bucketlist,purchased,attended,createdAt,score
1623,6507ee68313443081a27234a,1,0,0,1,0,0,2023-07-03 09:04:48,1
509,64fca0063d690a3e195ee937,1,0,1,0,0,0,2023-03-29 00:33:10,1
703,64fca7ce3d690a3e195ee97a,1,1,0,1,0,0,2023-05-30 07:53:59,2
346,65285a2e66f321cbd9ef4ba0,1,1,0,0,0,0,2023-09-10 18:01:19,1
1000,65285a2e66f321cbd9ef4ba0,1,1,1,0,0,0,2023-10-03 09:02:13,2
1072,64fc9b6b3d690a3e195ee90a,1,1,0,0,0,0,2023-04-15 01:45:33,1
1010,65083cd6313443081a272366,1,0,0,0,0,0,2023-09-25 01:29:27,0
1145,64fc7a953d690a3e195ee83c,1,0,0,0,0,0,2023-10-28 15:07:48,0
1367,64fc2511148fd2e0b23d5031,1,1,0,0,1,0,2023-11-11 07:30:02,2
1428,65083cd6313443081a272366,1,0,0,0,0,0,2023-06-14 18:47:37,0
341,64fca0063d690a3e195ee937,1,1,0,0,0,0,2023-07-14 06:42:10,1
1241,64fc9b6b3d690a3e195ee90a,1,1,1,1,1,1,2023-11-02 02:34:09,5
268,64fc9b6b3d690a3e195ee90a,1,0,0,0,0,0,2023-11-01 10:41:59,0
750,64dfb10e7792cee05d3328d3,1,1,1,1,1,0,2023-10-24 12:03:45,4
984,64fca7ce3d690a3e195ee97a,1,1,0,0,1,0,2023-05-30 01:29:58,2
473,64fc9b6b3d690a3e195ee90a,1,1,0,0,1,1,2023-05-05 10:12:39,3
1543,64fc9b6b3d690a3e195ee90a,1,0,1,1,1,1,2023-03-16 03:11:03,4
340,64fca2693d690a3e195ee94d,1,1,0,0,1,1,2023-05-17 14:09:23,3
207,64fca2693d690a3e195ee94d,1,1,1,0,1,0,2023-10-22 14:18:22,3
913,64dfb10e7792cee05d3328d3,1,1,0,0,1,1,2023-05-27 06:27:52,3
1286,64fc46763d690a3e195ee6c6,1,0,0,0,0,0,2023-06-03 01:12:36,0
861,64fca2693d690a3e195ee94d,1,0,0,1,0,0,2023-08-28 04:01:05,1
950,64fc46763d690a3e195ee6c6,1,0,1,0,0,0,2023-10-05 20:46:50,1
1151,65083cd6313443081a272366,1,1,1,0,0,0,2023-07-27 11:17:14,2
711,64fc46763d690a3e195ee6c6,1,1,0,1,0,0,2023-07-30 13:48:21,2
1634,64fc3d483d690a3e195ee6a4,1,1,1,1,0,0,2023-03-15 00:44:50,3
1550,64fc3d483d690a3e195ee6a4,1,0,0,0,0,0,2023-09-27 19:44:56,0
874,64fc9b6b3d690a3e195ee90a,1,1,0,0,1,0,2023-06-15 02:41:10,2
1133,64fc46763d690a3e195ee6c6,1,0,0,0,0,0,2023-04-18 18:46:47,0
312,65083cd6313443081a272366,1,0,1,1,1,1,2023-09-17 03:59:25,4
1012,65285a2e66f321cbd9ef4ba0,1,0,0,1,0,0,2023-03-15 18:11:05,1
168,64fca2693d690a3e195ee94d,1,0,0,0,0,0,2023-05-04 11:02:18,0
105,64fc2511148fd2e0b23d5031,1,1,1,0,0,0,2023-05-06 12:39:20,2
25,65285a2e66f321cbd9ef4ba0,1,1,0,1,1,0,2023-06-03 04:18:42,3
927,64fc3d483d690a3e195ee6a4,1,1,0,0,1,0,2023-08-13 04:39:04,2
639,65285a2e66f321cbd9ef4ba0,1,0,0,0,1,1,2023-05-26 15:22:12,2
628,64fca7ce3d690a3e195ee97a,1,0,1,1,1,0,2023-08-26 02:43:15,3
1146,64fc7f3d3d690a3e195ee882,1,1,1,1,1,0,2023-08-18 22:52:51,4
1604,64fc7a953d690a3e195ee83c,1,0,0,0,0,0,2023-08-28 11:22:25,0
417,64fc3d483d690a3e195ee6a4,1,0,1,1,0,0,2023-08-27 23:24:32,2
842,64fc8bc73d690a3e195ee898,1,1,0,0,0,0,2023-10-09 18:42:30,1
1250,64fca7ce3d690a3e195ee97a,1,1,1,1,1,1,2023-05-26 04:56:31,5
915,64fc9b6b3d690a3e195ee90a,1,1,1,1,1,0,2023-07-01 21:04:57,4
1363,64fc7a953d690a3e195ee83c,1,0,1,0,0,0,2023-10-28 14:23:00,1
56,64fc90f13d690a3e195ee8e0,1,1,0,0,0,0,2023-04-08 03:46:39,1
1321,6507ee68313443081a27234a,1,1,0,0,1,0,2023-06-20 05:29:23,2
228,65083cd6313443081a272366,1,1,0,0,0,0,2023-10-10 16:36:35,1
1119,64dfb10e7792cee05d3328d3,1,0,1,0,1,0,2023-08-15 11:31:25,2
1541,64fca2693d690a3e195ee94d,1,1,0,0,0,0,2023-07-18 01:59:25,1
1423,64fca7ce3d690a3e195ee97a,1,1,0,0,0,0,2023-05-05 01:05:40,1
996,64fc90f13d690a3e195ee8e0,1,0,0,0,0,0,2023-07-21 23:16:02,0
995,64fca2693d690a3e195ee94d,1,1,1,1,0,0,2023-05-30 09:26:44,3
1108,64fc7a953d690a3e195ee83c,1,1,1,1,1,1,2023-11-01 07:44:45,5
1,64fc3d483d690a3e195ee6a4,1,0,1,0,0,0,2023-06-18 12:42:50,1
1071,64fc7a953d690a3e195ee83c,1,0,0,0,0,0,2023-09-02 17:53:46,0
878,6507ee68313443081a27234a,1,1,1,0,0,0,2023-06-22 11:05:13,2
94,64fc9b6b3d690a3e195ee90a,1,1,1,1,0,0,2023-05-09 00:48:10,3
1124,64fc46763d690a3e195ee6c6,1,1,0,0,0,0,2023-11-11 20:07:16,1
1674,65285a2e66f321cbd9ef4ba0,1,0,1,1,1,1,2023-08-06 09:20:05,4
1683,64fc46763d690a3e195ee6c6,1,1,0,1,1,0,2023-07-02 23:16:07,3
1652,64fc46763d690a3e195ee6c6,1,1,0,0,0,0,2023-07-23 17:49:39,1
956,64fc46763d690a3e195ee6c6,1,0,1,0,1,0,2023-07-14 17:55:52,2
885,64fc4dd63d690a3e195ee6ee,1,1,1,0,0,0,2023-10-19 01:08:32,2
1405,64fca7ce3d690a3e195ee97a,1,0,1,0,0,0,2023-09-05 02:57:31,1
1106,64fca7ce3d690a3e195ee97a,1,1,0,0,0,0,2023-09-27 21:13:58,1
1676,64fc2511148fd2e0b23d5031,1,0,0,1,0,0,2023-08-24 14:38:22,1
911,6507ee68313443081a27234a,1,0,1,1,0,0,2023-10-06 16:02:15,2
1098,64fc4dd63d690a3e195ee6ee,1,1,0,0,0,0,2023-04-02 09:46:30,1
83,64fca7ce3d690a3e195ee97a,1,1,1,0,0,0,2023-07-27 00:36:28,2
1060,64fc3d483d690a3e195ee6a4,1,1,0,0,0,0,2023-04-16 19:06:42,1
1524,64fca7ce3d690a3e195ee97a,1,0,1,1,0,0,2023-05-23 21:14:40,2
396,64fc3d483d690a3e195ee6a4,1,1,1,0,0,0,2023-06-26 10:20:07,2
1375,64dfb10e7792cee05d3328d3,1,1,0,0,1,0,2023-08-13 22:18:38,2
418,64fc2511148fd2e0b23d5031,1,1,0,0,0,0,2023-08-28 23:34:39,1
1492,64fca7ce3d690a3e195ee97a,1,0,0,0,0,0,2023-05-16 08:08:04,0
1572,64dfb10e7792cee05d3328d3,1,1,0,0,0,0,2023-10-21 16:23:41,1
1673,64fc8bc73d690a3e195ee898,1,1,0,0,0,0,2023-06-03 10:09:08,1
1402,65083cd6313443081a272366,1,1,1,0,0,0,2023-07-05 11:55:56,2
1693,64fc3d483d690a3e195ee6a4,1,1,1,0,0,0,2023-08-01 20:28:14,2
1452,64fc4dd63d690a3e195ee6ee,1,1,1,0,0,0,2023-09-24 11:07:24,2
872,64fc8bc73d690a3e195ee898,1,1,1,0,0,0,2023-09-25 02:44:55,2
601,64fc7a953d690a3e195ee83c,1,1,1,0,0,0,2023-10-12 04:28:33,2
1601,64fc8bc73d690a3e195ee898,1,1,0,0,0,0,2023-11-07 15:10:34,1
924,64fc7a953d690a3e195ee83c,1,1,1,1,1,1,2023-06-02 13:51:46,5
1078,65285a2e66f321cbd9ef4ba0,1,0,0,1,1,1,2023-09-14 12:33:35,4
760,64dfb10e7792cee05d3328d3,1,0,0,0,0,0,2023-09-02 02:48:06,0
321,64fc3d483d690a3e195ee6a4,1,0,0,0,0,0,2023-10-26 15:00:29,0
1305,64fc7a953d690a3e195ee83c,1,1,0,1,0,0,2023-10-24 02:30:58,2
138,64fc2511148fd2e0b23d5031,1,1,0,0,0,0,2023-11-09 10:17:19,1
801,64fc2511148fd2e0b23d5031,1,1,0,1,0,0,2023-09-10 16:41:20,2
874,64fc7a953d690a3e195ee83c,1,1,1,0,0,0,2023-09-22 17:03:06,2
1487,64fca2693d690a3e195ee94d,1,0,0,1,0,0,2023-04-17 16:54:37,1
776,64fca7ce3d690a3e195ee97a,1,1,0,0,1,0,2023-06-30 13:50:52,2
1547,64fc8bc73d690a3e195ee898,1,1,1,1,1,0,2023-06-22 16:31:40,4
809,6507ee68313443081a27234a,1,0,1,0,0,0,2023-06-20 08:26:49,1
420,64fc4dd63d690a3e195ee6ee,1,0,0,0,0,0,2023-07-12 09:13:57,0
552,64fc9b6b3d690a3e195ee90a,1,0,0,0,0,0,2023-04-04 10:54:21,0
1512,64fc4dd63d690a3e195ee6ee,1,1,1,1,1,1,2023-06-15 12:37:06,5
510,64fc8bc73d690a3e195ee898,1,1,1,0,1,0,2023-10-17 12:28:50,3
512,65285a2e66f321cbd9ef4ba0,1,1,0,1,1,1,2023-08-28 21:50:01,4
1041,65083cd6313443081a272366,1,1,0,0,1,0,2023-08-31 10:37:55,2
1142,64fc9b6b3d690a3e195ee90a,1,1,1,1,1,1,2023-07-21 00:29:55,5
1699,64fc90f13d690a3e195ee8e0,1,1,1,0,0,0,2023-09-24 06:36:16,2
314,64fc46763d690a3e195ee6c6,1,1,1,1,0,0,2023-10-13 17:40:42,3
482,65083cd6313443081a272366,1,0,1,0,0,0,2023-11-08 09:12:08,1
843,64fc8bc73d690a3e195ee898,1,1,0,1,0,0,2023-09-13 17:50:18,2
30,64fc7a953d690a3e195ee83c,1,0,1,0,0,0,2023-07-28 02:01:45,1
545,65285a2e66f321cbd9ef4ba0,1,0,0,0,0,0,2023-04-20 01:30:35,0
1471,64fc9b6b3d690a3e195ee90a,1,1,0,0,0,0,2023-09-12 05:23:27,1
1604,64fc4dd63d690a3e195ee6ee,1,0,1,1,0,0,2023-06-22 23:36:16,2
453,64fca7ce3d690a3e195ee97a,1,1,1,0,0,0,2023-06-30 07:25:47,2
491,64fc46763d690a3e195ee6c6,1,1,0,1,1,0,2023-04-02 01:52:45,3
957,64fc46763d690a3e195ee6c6,1,1,1,1,0,0,2023-03-28 17:51:39,3
1329,64fc90f13d690a3e195ee8e0,1,1,0,1,1,1,2023-10-06 05:16:51,4
688,65083cd6313443081a272366,1,1,0,1,1,1,2023-04-22 10:17:47,4
76,64fca0063d690a3e195ee937,1,0,0,0,0,0,2023-04-08 02:46:12,0
1318,64fca7ce3d690a3e195ee97a,1,1,0,0,0,0,2023-08-22 13:44:03,1
865,6507ee68313443081a27234a,1,1,1,1,1,0,2023-08-10 03:47:22,4
1685,65285a2e66f321cbd9ef4ba0,1,1,1,1,0,0,2023-04-11 10:42:38,3
362,64fc2511148fd2e0b23d5031,1,1,0,0,0,0,2023-10-01 08:37:08,1
322,64dfb10e7792cee05d3328d3,1,1,1,0,0,0,2023-09-22 02:23:00,2
1405,64fc8bc73d690a3e195ee898,1,0,1,1,0,0,2023-05-03 09:49:11,2
1663,64fc90f13d690a3e195ee8e0,1,0,0,0,0,0,2023-07-12 18:42:11,0
1260,64fc7f3d3d690a3e195ee882,1,1,0,1,1,1,2023-06-03 05:15:15,4
1084,64fc4dd63d690a3e195ee6ee,1,1,1,1,0,0,2023-08-05 02:43:15,3
721,64fc8bc73d690a3e195ee898,1,1,1,0,0,0,2023-03-20 18:59:23,2
1644,65083cd6313443081a272366,1,0,0,0,0,0,2023-06-09 05:46:17,0
1322,64fca2693d690a3e195ee94d,1,0,0,0,0,0,2023-03-28 10:44:57,0
990,64fc46763d690a3e195ee6c6,1,1,1,0,0,0,2023-08-12 17:27:40,2
934,64fc7f3d3d690a3e195ee882,1,1,0,0,0,0,2023-08-07 01:18:20,1
44,64dfb10e7792cee05d3328d3,1,0,1,0,0,0,2023-06-11 11:27:08,1
1113,64fc4dd63d690a3e195ee6ee,1,0,1,0,0,0,2023-06-23 01:53:13,1
1311,64fc7f3d3d690a3e195ee882,1,1,0,0,0,0,2023-10-22 11:33:18,1
799,64fc8bc73d690a3e195ee898,1,1,1,0,0,0,2023-07-02 04:19:18,2
471,64fca7ce3d690a3e195ee97a,1,1,0,1,0,0,2023-10-02 17:33:49,2
1666,64fc3d483d690a3e195ee6a4,1,1,0,0,0,0,2023-09-04 22:42:38,1
